SourceFile,AccelerationVector,AEAverage,AEStable,AETarget,AFConfidence,AFMeasuredDepth,AFPerformance,AFStable,Aperture,ApertureValue,ApplicationRecordVersion,BitsPerSample,BlueMatrixColumn,BlueTRC,BrightnessValue,CameraType,ChromaticAdaptation,CircleOfConfusion,CMMFlags,ColorComponents,ColorSpace,ColorSpaceData,ColorTemperature,ComponentsConfiguration,CompositeImage,CompositeImageCount,CompositeImageExposureTimes,Compression,ConnectionSpaceIlluminant,Contrast,CreateDate,CreatorTool,CurrentIPTCDigest,CustomRendered,DateCreated,DateTimeOriginal,DependentImage1EntryNumber,DependentImage2EntryNumber,DeviceAttributes,DeviceManufacturer,DeviceModel,DigitalZoomRatio,Directory,DocumentName,EncodingProcess,ExifByteOrder,ExifImageHeight,ExifImageWidth,ExifToolVersion,ExifVersion,ExposureCompensation,ExposureMode,ExposureProgram,ExposureTime,FileAccessDate,FileCreateDate,FileModifyDate,FileName,FilePermissions,FileSize,FileSource,FileType,FileTypeExtension,Flash,FlashFired,FlashFunction,FlashMode,FlashpixVersion,FlashRedEyeMode,FlashReturn,FNumber,FocalLength,FocalLength35efl,FocalLengthIn35mmFormat,FocusDistanceRange,FocusPosition,FOV,GainControl,GPSAltitude,GPSAltitudeRef,GPSDateStamp,GPSDateTime,GPSDestBearing,GPSDestBearingRef,GPSHPositioningError,GPSImgDirection,GPSImgDirectionRef,GPSLatitude,GPSLatitudeRef,GPSLongitude,GPSLongitudeRef,GPSPosition,GPSSpeed,GPSSpeedRef,GPSTimeStamp,GPSVersionID,GreenMatrixColumn,GreenTRC,HDRGain,HDRGainCurve,HDRGainCurveSize,HDRHeadroom,HostComputer,HyperfocalDistance,ImageCaptureType,ImageHeight,ImageSize,ImageWidth,InteropIndex,InteropVersion,ISO,JFIFVersion,LensID,LensInfo,LensMake,LensModel,LightSource,LightValue,LivePhotoVideoIndex,LuminanceNoiseAmplitude,Make,MakerNoteUnknownText,MakerNoteVersion,MaxApertureValue,MediaWhitePoint,Megapixels,MeteringMode,MIMEType,Model,ModifyDate,MPFVersion,MPImage2,MPImageFlags,MPImageFormat,MPImageLength,MPImageStart,MPImageType,NumberOfImages,OffsetTime,OffsetTimeDigitized,OffsetTimeOriginal,Orientation,PhotoIdentifier,PhotosAppFeatureFlags,PrimaryPlatform,ProfileClass,ProfileCMMType,ProfileConnectionSpace,ProfileCopyright,ProfileCreator,ProfileDateTime,ProfileDescription,ProfileFileSignature,ProfileID,ProfileVersion,RedMatrixColumn,RedTRC,RegionAppliedToDimensionsH,RegionAppliedToDimensionsUnit,RegionAppliedToDimensionsW,RegionAreaH,RegionAreaUnit,RegionAreaW,RegionAreaX,RegionAreaY,RegionExtensions,RegionExtensionsAngleInfoRoll,RegionExtensionsAngleInfoYaw,RegionExtensionsConfidenceLevel,RegionExtensionsFaceID,RegionType,RenderingIntent,ResolutionUnit,RunTimeEpoch,RunTimeFlags,RunTimeScale,RunTimeSincePowerUp,RunTimeValue,Saturation,ScaleFactor35efl,SceneCaptureType,SceneType,SemanticStyle,SensingMethod,Sharpness,ShutterSpeed,ShutterSpeedValue,SignalToNoiseRatio,Software,SubjectArea,SubjectDistanceRange,SubSecCreateDate,SubSecDateTimeOriginal,SubSecModifyDate,SubSecTimeDigitized,SubSecTimeOriginal,ThumbnailImage,ThumbnailLength,ThumbnailOffset,UniformResourceName,WhiteBalance,XMPToolkit,XResolution,YCbCrPositioning,YCbCrSubSampling,YResolution,ZoneIdentifier
./benign_people/benign_people_not_selfie/290.jpg,,,,,,,,,2.8,2.8,,8,0.15715 0.06657 0.78436,"(Binary data 40 bytes, use -b option to extract)",3.977129701,,1.04785 0.0229 -0.05017 0.02957 0.99048 -0.01706 -0.00925 0.01505 0.75195,0.004 mm,"Not Embedded, Independent",3,Uncalibrated,RGB ,6191,"Y, Cb, Cr, -",General Composite Image,,,JPEG (old-style),0.9642 1 0.82491,Normal,2025:05:27 23:48:42,,,Custom,,2025:05:27 23:48:42,,,"Reflective, Glossy, Positive, Color",,,,./benign_people/benign_people_not_selfie,,"Baseline DCT, Huffman coding","Big-endian (Motorola, MM)",3024,4032,13.29,0232,0,Auto,Program AE,1/120,2025:05:28 09:55:00-05:00,2025:05:28 09:55:00-05:00,2025:05:27 23:48:42-05:00,290.jpg,-rw-rw-rw-,9.8 MB,Digital Camera,JPEG,jpg,"Off, Did not fire",False,False,Off,0100,False,No return detection,2.8,9.0 mm,9.0 mm (35 mm equivalent: 77.0 mm),77 mm,,,26.3 deg,None,265 m Above Sea Level,Above Sea Level,2025:05:28,2025:05:28 04:48:36Z,,True North,,,True North,"40 deg 3' 10.43"" N",North,"82 deg 54' 56.26"" W",West,"40 deg 3' 10.43"" N, 82 deg 54' 56.26"" W",0,km/h,,2.3.0.0,0.29196 0.69225 0.04189,"(Binary data 40 bytes, use -b option to extract)",,,,,iPhone 14 Pro,8.24 m,,3072,4096x3072,4096,R98 - DCF basic file (sRGB),0100,160,,iPhone 14 Pro back triple camera 9mm f/2.8,2.220000029-9mm f/1.779999971-2.8,Apple,iPhone 14 Pro back triple camera 9mm f/2.8,D65,9.2,,,Apple,Auto,,1.0,0.95047 1 1.08905,12.6,Multi-segment,image/jpeg,iPhone 14 Pro,2025:05:27 23:48:42,,,,,,,,,-05:00,-05:00,-05:00,Horizontal (normal),,,Unknown (),Display Device Profile,,XYZ ,"Qualcomm Technologies, Inc. 2021",,2020:03:01 08:30:00,sRGB EOTF with DCI-P3 Color Gamut,acsp,0,4.0.0,0.51511 0.24118 -0.00105,"(Binary data 40 bytes, use -b option to extract)",,,,,,,,,,,,,,,Media-Relative Colorimetric,inches,,,,,,Normal,8.6,Standard,Directly photographed,,One-chip color area,Normal,1/120,1/120,,18.5,2012 1500 2225 1333,Unknown,2025:05:27 23:48:42.071-05:00,2025:05:27 23:48:42.071-05:00,2025:05:27 23:48:42-05:00,071,071,,,,,Auto,Image::ExifTool 13.29,72,Centered,YCbCr4:2:0 (2 2),72,
./benign_people/benign_people_not_selfie/369.jpg,,,,,,,,,1.8,1.8,4,8,,,4.592385787,,,0.009 mm,,3,Uncalibrated,,5122,"Y, Cb, Cr, -",General Composite Image,,,JPEG (old-style),,,2022:10:13 17:29:51,16.1,944f7fbe047843cde433ef2ed486bb25,,2022:10:13,2022:10:13 17:29:51,,,,,,,./benign_people/benign_people_not_selfie,,"Progressive DCT, Huffman coding","Big-endian (Motorola, MM)",3024,4032,13.29,0232,0,Auto,Program AE,1/171,2025:05:28 09:55:15-05:00,2025:05:23 03:49:04-05:00,2025:05:23 03:49:04-05:00,369.jpg,-rw-rw-rw-,2.3 MB,,JPEG,jpg,"Off, Did not fire",False,False,Off,0100,False,No return detection,1.8,6.9 mm,6.9 mm (35 mm equivalent: 24.0 mm),24 mm,,,73.7 deg,,297.4 m Above Sea Level,Above Sea Level,2022:10:13,2022:10:13 20:00:00Z,112.5923393,True North,4.743346008 m,112.5923393,True North,"40 deg 31' 41.29"" N",North,"83 deg 4' 25.59"" W",West,"40 deg 31' 41.29"" N, 83 deg 4' 25.59"" W",0,km/h,20:00:00,2.3.0.0,,,,,,,iPhone 14 Pro,3.06 m,,3024,4032x3024,4032,,,100,1.01,iPhone 14 Pro back triple camera 6.86mm f/1.78,2.220000029-9mm f/1.779999971-2.8,Apple,iPhone 14 Pro back triple camera 6.86mm f/1.78,,9.1,,,Apple,,,,,12.2,Spot,image/jpeg,iPhone 14 Pro,2022:10:13 17:29:51,,,,,,,,,-04:00,-04:00,-04:00,Horizontal (normal),,,,,,,"Copyright Apple Inc., 2022",,,,,,,,,3024,pixel,4032,0.040000000000000036,normalized,0.030380952380952397,0.51414285714285712,0.52600000000000002,,,,,,Face,,inches,,,,,,,3.5,Standard,Directly photographed,,One-chip color area,,1/171,1/171,,16.1,2055 1713 747 749,,2022:10:13 17:29:51.747-04:00,2022:10:13 17:29:51.747-04:00,2022:10:13 17:29:51-04:00,747,747,,,,,Auto,XMP Core 6.0.0,72,Centered,YCbCr4:4:4 (1 1),72,
./benign_people/benign_people_not_selfie/370.jpg,,,,,,,,,1.8,1.8,4,8,,,8.117438084,,,0.009 mm,,3,Uncalibrated,,5639,"Y, Cb, Cr, -",General Composite Image,,,JPEG (old-style),,,2022:10:14 18:35:17,16.1,77f80a04ce9b093f32fd5d20c02ba545,,2022:10:14,2022:10:14 18:35:17,,,,,,,./benign_people/benign_people_not_selfie,,"Baseline DCT, Huffman coding","Big-endian (Motorola, MM)",3024,4032,13.29,0232,+1.12,Auto,Program AE,1/580,2025:05:28 09:55:00-05:00,2025:05:23 03:49:04-05:00,2025:05:23 03:49:04-05:00,370.jpg,-rw-rw-rw-,2.7 MB,,JPEG,jpg,"Off, Did not fire",False,False,Off,0100,False,No return detection,1.8,6.9 mm,6.9 mm (35 mm equivalent: 24.0 mm),24 mm,,,73.7 deg,,174.7 m Above Sea Level,Above Sea Level,2022:10:14,2022:10:14 20:00:00Z,233.5439153,True North,4.735887097 m,233.5439153,True North,"41 deg 34' 59.40"" N",North,"81 deg 34' 15.08"" W",West,"41 deg 34' 59.40"" N, 81 deg 34' 15.08"" W",0.08252342023,km/h,20:00:00,2.3.0.0,,,,,,,iPhone 14 Pro,3.06 m,,3024,4032x3024,4032,,,80,,iPhone 14 Pro back triple camera 6.86mm f/1.78,2.220000029-9mm f/1.779999971-2.8,Apple,iPhone 14 Pro back triple camera 6.86mm f/1.78,,11.2,,,Apple,,,,,12.2,Spot,image/jpeg,iPhone 14 Pro,2022:10:14 18:35:17,,,,,,,,,-04:00,-04:00,-04:00,Horizontal (normal),,,,,,,"Copyright Apple Inc., 2022",,,,,,,,,3024,pixel,4032,0.041999999999999982,normalized,0.031428571428571472,0.61838095238095248,0.47099999999999997,,,,,,Face,,inches,,,,,,,3.5,Standard,Directly photographed,,One-chip color area,,1/580,1/580,,16.1,2836 1562 747 749,,2022:10:14 18:35:17.445-04:00,2022:10:14 18:35:17.445-04:00,2022:10:14 18:35:17-04:00,445,445,,,,,Auto,XMP Core 6.0.0,72,Centered,YCbCr4:2:0 (2 2),72,
./benign_people/benign_people_not_selfie/371.jpg,,,,,,,,,1.8,1.8,4,8,,,8.273511648,,,0.009 mm,,3,Uncalibrated,,5514,"Y, Cb, Cr, -",General Composite Image,,,JPEG (old-style),,,2022:10:14 18:37:33,16.1,77f80a04ce9b093f32fd5d20c02ba545,,2022:10:14,2022:10:14 18:37:33,,,,,,,./benign_people/benign_people_not_selfie,,"Baseline DCT, Huffman coding","Big-endian (Motorola, MM)",3024,4032,13.29,0232,0,Auto,Program AE,1/1495,2025:05:28 09:55:00-05:00,2025:05:23 03:49:04-05:00,2025:05:23 03:49:04-05:00,371.jpg,-rw-rw-rw-,2.1 MB,,JPEG,jpg,"Off, Did not fire",False,False,Off,0100,False,No return detection,1.8,6.9 mm,6.9 mm (35 mm equivalent: 24.0 mm),24 mm,,,73.7 deg,,174.1 m Above Sea Level,Above Sea Level,2022:10:14,2022:10:14 20:00:00Z,261.7681122,True North,9.247347741 m,261.7681122,True North,"41 deg 34' 59.43"" N",North,"81 deg 34' 14.94"" W",West,"41 deg 34' 59.43"" N, 81 deg 34' 14.94"" W",0,km/h,20:00:00,2.3.0.0,,,,,,,iPhone 14 Pro,3.06 m,,3024,4032x3024,4032,,,80,,iPhone 14 Pro back triple camera 6.86mm f/1.78,2.220000029-9mm f/1.779999971-2.8,Apple,iPhone 14 Pro back triple camera 6.86mm f/1.78,,12.6,,,Apple,,,,,12.2,Multi-segment,image/jpeg,iPhone 14 Pro,2022:10:14 18:37:33,,,,,,,,,-04:00,-04:00,-04:00,Horizontal (normal),,,,,,,"Copyright Apple Inc., 2022",,,,,,,,,3024,pixel,4032,0.041000000000000036,normalized,0.031428571428571472,0.58904761904761904,0.51150000000000007,,,,,,Face,,inches,,,,,,,3.5,Standard,Directly photographed,,One-chip color area,,1/1495,1/1495,,16.1,2009 1505 2208 1324,,2022:10:14 18:37:33.407-04:00,2022:10:14 18:37:33.407-04:00,2022:10:14 18:37:33-04:00,407,407,,,,,Auto,XMP Core 6.0.0,72,Centered,YCbCr4:2:0 (2 2),72,
./benign_people/benign_people_not_selfie/372.jpg,,,,,,,,,1.8,1.8,4,8,,,8.746366279,,,0.009 mm,,3,Uncalibrated,,5483,"Y, Cb, Cr, -",General Composite Image,,,JPEG (old-style),,,2022:10:15 16:09:13,16.1,c58ae38dcde920d55ccab0971afdf688,,2022:10:15,2022:10:15 16:09:13,,,,,,,./benign_people/benign_people_not_selfie,,"Progressive DCT, Huffman coding","Big-endian (Motorola, MM)",3024,4032,13.29,0232,0,Auto,Program AE,1/2299,2025:05:28 09:55:00-05:00,2025:05:23 03:49:04-05:00,2025:05:23 03:49:04-05:00,372.jpg,-rw-rw-rw-,3.1 MB,,JPEG,jpg,"Off, Did not fire",False,False,Off,0100,False,No return detection,1.8,6.9 mm,6.9 mm (35 mm equivalent: 24.0 mm),24 mm,,,73.7 deg,,198.1 m Above Sea Level,Above Sea Level,2022:10:15,2022:10:15 20:00:00Z,176.1036364,True North,3.897171557 m,176.1036364,True North,"41 deg 19' 9.77"" N",North,"81 deg 35' 9.16"" W",West,"41 deg 19' 9.77"" N, 81 deg 35' 9.16"" W",0.05089703588,km/h,20:00:00,2.3.0.0,,,,,,,iPhone 14 Pro,3.06 m,,4032,3024x4032,3024,,,80,1.01,iPhone 14 Pro back triple camera 6.86mm f/1.78,2.220000029-9mm f/1.779999971-2.8,Apple,iPhone 14 Pro back triple camera 6.86mm f/1.78,,13.2,,,Apple,,,,,12.2,Multi-segment,image/jpeg,iPhone 14 Pro,2022:10:15 16:09:13,,,,,,,,,-04:00,-04:00,-04:00,Rotate 90 CW,,,,,,,"Copyright Apple Inc., 2022",,,,,,,,,3024,pixel,4032,0.034999999999999976,normalized,0.026190476190476208,0.43766666666666665,0.47550000000000003,,,,,,Face,,inches,,,,,,,3.5,Standard,Directly photographed,,One-chip color area,,1/2299,1/2299,,16.1,2009 1505 2208 1324,,2022:10:15 16:09:13.836-04:00,2022:10:15 16:09:13.836-04:00,2022:10:15 16:09:13-04:00,836,836,,,,,Auto,XMP Core 6.0.0,72,Centered,YCbCr4:4:4 (1 1),72,
./benign_people/benign_people_not_selfie/373.jpg,,,,,,,,,1.8,1.8,,8,,,8.529128808,,,0.002 mm,,3,Uncalibrated,,5397,"Y, Cb, Cr, -",General Composite Image,,,JPEG (old-style),,,2023:10:14 15:24:58,,,,,2023:10:14 15:24:58,,,,,,1.605095506,./benign_people/benign_people_not_selfie,,"Baseline DCT, Huffman coding","Big-endian (Motorola, MM)",3024,4032,13.29,0232,0,Auto,Program AE,1/416,2025:05:28 09:55:00-05:00,2025:05:23 03:49:04-05:00,2025:05:23 03:49:04-05:00,373.jpg,-rw-rw-rw-,2.0 MB,,JPEG,jpg,"Off, Did not fire",False,False,Off,0100,False,No return detection,1.8,1.6 mm,1.6 mm (35 mm equivalent: 22.0 mm),22 mm,,,78.6 deg,,814.7 m Above Sea Level,Above Sea Level,2023:10:14,2023:10:14 20:00:00Z,2.345639247,True North,4.728963126 m,2.345639247,True North,"44 deg 2' 19.06"" N",North,"71 deg 37' 41.59"" W",West,"44 deg 2' 19.06"" N, 71 deg 37' 41.59"" W",0,km/h,20:00:00,2.3.0.0,,,,,,,iPhone 13 Pro,0.65 m,,3024,4032x3024,4032,,,32,,iPhone 13 Pro back triple camera 1.57mm f/1.8,1.570000052-9mm f/1.5-2.8,Apple,iPhone 13 Pro back triple camera 1.57mm f/1.8,,12.0,,,Apple,,,,,12.2,Multi-segment,image/jpeg,iPhone 13 Pro,2023:10:14 15:24:58,,,,,,,,,-04:00,-04:00,-04:00,Rotate 90 CW,,,,,,,"Copyright Apple Inc., 2022",,,,,,,,,,,,,,,,,,,,,,,,inches,,,,,,,13.8,Standard,Directly photographed,,One-chip color area,,1/416,1/416,,16.6,1992 1514 2324 1329,,2023:10:14 15:24:58.472-04:00,2023:10:14 15:24:58.472-04:00,2023:10:14 15:24:58-04:00,472,472,,,,,Auto,Image::ExifTool 13.29,72,Centered,YCbCr4:2:0 (2 2),72,
./benign_people/benign_people_not_selfie/374.jpg,,,,,,,,,1.8,1.8,4,8,,,-1.618859316,,,0.004 mm,,3,Uncalibrated,,4470,"Y, Cb, Cr, -",General Composite Image,,,JPEG (old-style),,,2025:05:11 01:06:00,18.4.1,5ffb7c7fb5d7bec0769cb7bb0d9096ef,,2025:05:11,2025:05:11 01:06:00,,,,,,,./benign_people/benign_people_not_selfie,,"Baseline DCT, Huffman coding","Big-endian (Motorola, MM)",1536,2048,13.29,0232,0,Auto,Program AE,1/24,2025:05:28 09:55:00-05:00,2025:05:23 03:49:04-05:00,2025:05:23 03:49:04-05:00,374.jpg,-rw-rw-rw-,427 kB,,JPEG,jpg,"Off, Did not fire",False,False,Off,0100,False,No return detection,1.8,6.9 mm,6.9 mm (35 mm equivalent: 48.0 mm),48 mm,,,41.1 deg,,6.3 m Above Sea Level,Above Sea Level,2025:05:11,2025:05:11 08:05:58Z,129.3735428,True North,5.281106322 m,129.3735428,True North,"37 deg 36' 30.34"" N",North,"122 deg 23' 48.14"" W",West,"37 deg 36' 30.34"" N, 122 deg 23' 48.14"" W",0.04036457461,km/h,08:05:58,2.3.0.0,,,,,,,iPhone 14 Pro,6.12 m,,1536,2048x1536,2048,,,640,,iPhone 14 Pro back triple camera 6.86mm f/1.78,2.220000029-9mm f/1.779999971-2.8,Apple,iPhone 14 Pro back triple camera 6.86mm f/1.78,,3.6,,,Apple,,,,,3.1,Multi-segment,image/jpeg,iPhone 14 Pro,2025:05:11 01:06:00,,,,,,,,,-07:00,-07:00,-07:00,Horizontal (normal),,,,,,,"Copyright Apple Inc., 2022",,,,,,,,,3024,pixel,4032,0.14399999999999996,normalized,0.10790476190476189,0.44080952380952387,0.53700000000000003,,,,,,Face,,inches,,,,,,,7.0,Standard,Directly photographed,,One-chip color area,,1/24,1/24,,18.4.1,1772 1619 426 426,,2025:05:11 01:06:00.319-07:00,2025:05:11 01:06:00.319-07:00,2025:05:11 01:06:00-07:00,319,319,,,,,Auto,XMP Core 6.0.0,72,Centered,YCbCr4:2:0 (2 2),72,
./benign_people/benign_people_not_selfie/375.jpg,,,,,,,,,1.8,1.8,4,8,,,-4.503713225,,,0.009 mm,,3,Uncalibrated,,3260,"Y, Cb, Cr, -",Composite Image Captured While Shooting,10 0,0 1.1 0 1/5 0 1/15 0 0,JPEG (old-style),,,2025:05:11 02:20:24,18.4.1,5ffb7c7fb5d7bec0769cb7bb0d9096ef,,2025:05:11,2025:05:11 02:20:24,,,,,,,./benign_people/benign_people_not_selfie,,"Baseline DCT, Huffman coding","Big-endian (Motorola, MM)",2048,1536,13.29,0232,-0.102,Auto,Program AE,1/15,2025:05:28 09:55:00-05:00,2025:05:23 03:49:04-05:00,2025:05:23 03:49:04-05:00,375.jpg,-rw-rw-rw-,577 kB,,JPEG,jpg,"Off, Did not fire",False,False,Off,0100,False,No return detection,1.8,6.9 mm,6.9 mm (35 mm equivalent: 24.0 mm),24 mm,,,73.7 deg,,1.4 m Above Sea Level,Above Sea Level,2025:05:11,2025:05:11 09:20:21Z,316.333313,True North,12.41117145 m,316.333313,True North,"37 deg 36' 27.49"" N",North,"122 deg 23' 49.93"" W",West,"37 deg 36' 27.49"" N, 122 deg 23' 49.93"" W",0,km/h,09:20:21,2.3.0.0,,,,,,,iPhone 14 Pro,3.06 m,,2048,1536x2048,1536,,,2500,,iPhone 14 Pro back triple camera 6.86mm f/1.78,2.220000029-9mm f/1.779999971-2.8,Apple,iPhone 14 Pro back triple camera 6.86mm f/1.78,,1.0,,,Apple,,,,,3.1,Multi-segment,image/jpeg,iPhone 14 Pro,2025:05:11 02:20:24,,,,,,,,,-07:00,-07:00,-07:00,,,,,,,,"Copyright Apple Inc., 2022",,,,,,,,,3024,pixel,4032,0.038444397426313115,normalized,0.028833300021077368,0.49040126046853194,0.51912991924625262,,,,,,Face,,inches,,,,,,,3.5,Standard,Directly photographed,,One-chip color area,,1/15,1/15,,18.4.1,2001 1533 122 123,,2025:05:11 02:20:24.101-07:00,2025:05:11 02:20:24.101-07:00,2025:05:11 02:20:24-07:00,101,101,,,,,Auto,XMP Core 6.0.0,72,Centered,YCbCr4:2:0 (2 2),72,
./benign_people/benign_people_not_selfie/376.jpg,,,,,,,,,1.8,1.8,4,8,,,9.14170868,,,0.009 mm,,3,Uncalibrated,,5429,"Y, Cb, Cr, -",General Composite Image,,,JPEG (old-style),,,2025:05:11 08:45:44,18.4.1,5ffb7c7fb5d7bec0769cb7bb0d9096ef,,2025:05:11,2025:05:11 08:45:44,,,,,,,./benign_people/benign_people_not_selfie,,"Baseline DCT, Huffman coding","Big-endian (Motorola, MM)",2048,1536,13.29,0232,0,Auto,Program AE,1/2882,2025:05:28 09:55:00-05:00,2025:05:23 03:49:04-05:00,2025:05:23 03:49:04-05:00,376.jpg,-rw-rw-rw-,833 kB,,JPEG,jpg,"Off, Did not fire",False,False,Off,0100,False,No return detection,1.8,6.9 mm,6.9 mm (35 mm equivalent: 24.0 mm),24 mm,,,73.7 deg,,6.7 m Above Sea Level,Above Sea Level,2025:05:11,2025:05:11 15:45:42Z,133.9359431,True North,6.361133538 m,133.9359431,True North,"37 deg 36' 30.06"" N",North,"122 deg 23' 48.11"" W",West,"37 deg 36' 30.06"" N, 122 deg 23' 48.11"" W",1.788779616,km/h,15:45:42,2.3.0.0,,,,,,,iPhone 14 Pro,3.06 m,,2048,1536x2048,1536,,,80,,iPhone 14 Pro back triple camera 6.86mm f/1.78,2.220000029-9mm f/1.779999971-2.8,Apple,iPhone 14 Pro back triple camera 6.86mm f/1.78,,13.5,,,Apple,,,,,3.1,Multi-segment,image/jpeg,iPhone 14 Pro,2025:05:11 08:45:44,,,,,,,,,-07:00,-07:00,-07:00,,,,,,,,"Copyright Apple Inc., 2022",,,,,,,,,3024,pixel,4032,0.095999999999999974,normalized,0.071238095238095267,0.38057142857142856,0.58800000000000008,,,,,,Face,,inches,,,,,,,3.5,Standard,Directly photographed,,One-chip color area,,1/2882,1/2882,,18.4.1,1491 1775 279 281,,2025:05:11 08:45:44.253-07:00,2025:05:11 08:45:44.253-07:00,2025:05:11 08:45:44-07:00,253,253,,,,,Auto,XMP Core 6.0.0,72,Centered,YCbCr4:2:0 (2 2),72,
./benign_people/benign_people_not_selfie/377.jpg,,,,,,,,,1.8,1.8,4,8,,,9.707284572,,,0.009 mm,,3,Uncalibrated,,5555,"Y, Cb, Cr, -",General Composite Image,,,JPEG (old-style),,,2025:05:11 08:48:10,18.4.1,5ffb7c7fb5d7bec0769cb7bb0d9096ef,,2025:05:11,2025:05:11 08:48:10,,,,,,,./benign_people/benign_people_not_selfie,,"Baseline DCT, Huffman coding","Big-endian (Motorola, MM)",1536,2048,13.29,0232,0,Auto,Program AE,1/4184,2025:05:28 09:55:00-05:00,2025:05:23 03:49:04-05:00,2025:05:23 03:49:04-05:00,377.jpg,-rw-rw-rw-,712 kB,,JPEG,jpg,"Off, Did not fire",False,False,Off,0100,False,No return detection,1.8,6.9 mm,6.9 mm (35 mm equivalent: 24.0 mm),24 mm,,,73.7 deg,,8.7 m Above Sea Level,Above Sea Level,2025:05:11,2025:05:11 15:48:09Z,264.4976526,True North,3.656584407 m,264.4976526,True North,"37 deg 36' 28.01"" N",North,"122 deg 23' 49.24"" W",West,"37 deg 36' 28.01"" N, 122 deg 23' 49.24"" W",0.05022828646,km/h,15:48:09,2.3.0.0,,,,,,,iPhone 14 Pro,3.06 m,,1536,2048x1536,2048,,,80,,iPhone 14 Pro back triple camera 6.86mm f/1.78,2.220000029-9mm f/1.779999971-2.8,Apple,iPhone 14 Pro back triple camera 6.86mm f/1.78,,14.0,,,Apple,,,,,3.1,Multi-segment,image/jpeg,iPhone 14 Pro,2025:05:11 08:48:10,,,,,,,,,-07:00,-07:00,-07:00,Horizontal (normal),,,,,,,"Copyright Apple Inc., 2022",,,,,,,,,3024,pixel,4032,0.040999999999999981,normalized,0.030380952380952397,0.40414285714285719,0.45050000000000001,,,,,,Face,,inches,,,,,,,3.5,Standard,Directly photographed,,One-chip color area,,1/4184,1/4184,,18.4.1,2011 1508 2323 1330,,2025:05:11 08:48:10.124-07:00,2025:05:11 08:48:10.124-07:00,2025:05:11 08:48:10-07:00,124,124,,,,,Auto,XMP Core 6.0.0,72,Centered,YCbCr4:2:0 (2 2),72,
